Type 2 Diabetes Mellitus/Systemic Hypertension/Hypothyroidism,10
Type 2 Diabetes Mellitus/Systemic Hypertension/Hypothyroidism/Obesity,1
Type 2 Diabetes Mellitus/Systemic Hypertension/Lupus Nephritis,1
Type 2 Diabetes Mellitus/Systemic Hypertension/Morbid Obesity,2
Type 2 Diabetes Mellitus/Systemic Hypertension/Obesity,1
Type 2 Diabetes Mellitus/Systemic Hypertension/Old Cerebrovascular Accident,4
Type 2 Diabetes Mellitus/Systemic Hypertension/Old Cerebrovascular Accident/Coronary Artery Disease,1
Type 2 Diabetes Mellitus/Systemic Hypertension/Old Cerebrovascular Accident/Hypothyroidism,1
Type 2 Diabetes Mellitus/Systemic Hypertension/Pre Renal Azotemia,1
Type 2 Diabetes Mellitus/Systemic Hypertension/Pulmonary Tuberculosis,1
Type 2 Diabetes Mellitus/Systemic Hypertension/Right Hemiplegia,1
Type 2 Diabetes Mellitus/Systemic Hypertension/Septic Sigmoid Diverclitis/Hollow Viscus Perforation,1
Type 2 Diabetes Mellitus/Systemic Hypertension/Supraventricular Tachycardia,1
Type 2 Diabetes Mellitus/Systemic Hypertension/Tuberculosis,1
Type 2 Diabetes Mellitus/Systemic Hypertension/Tuberculosis/Bronchial Asthma/seizure/Coronary Artery Disease/Chronic Kidney Disease,1
Type 2 Diabetes Mellitus/Systemic Hypertension/coronary Artery Disease,1
Type 2 Diabetes Mellitus/Systemic Hypertension/psychiatric illness,2
Type 2 Diabetes Mellitus/Systemic Hypertension/seizure,2
Type 2 Diabetes Mellitus/invasive fungal sinusitis,1
Type 2 Diabetes Mellitus/old Cerebrovascular Accident,1
Type 2 Diabetes Mellitus/uncontrolled Hyperglycemia,1
Type 2 Diabetes mellitus,6
Type 2 Diabetes mellitus/Coronary Artery Disease,1
Type 2 Diabetes mellitus/Systemic Hypertension/Acute Cerebrovascular Accident,1
Type 2 Diabetes mellitus/Systemic Hypertension/Chronic Kidney Disease,1
Type 2 Diabetes mellitus/Systemic Hypertension/Hypothyroidism,1
Ulcerative Colitis,1
Uncontrolled Diabetes Mellitus,1
Vomiting,1
Vomiting/Unconsciousness,1
breathlessness,5
breathlessness/Cough,1
cancer cervix,1
cerebrovascular accident/Hypertension,1
chest Pain,1
chest Pain/Myalgia,1
drowsiness,1
expectoration,1
expectoration/Breathing Difficulty,2
general Pain,1
loose stools/loss of appetite/Fever,1
loss of smell/loss of taste/Diarrhoea,1
newly detected diabetes,2
newly detected diabetes/Systemic Hypertension,1
seizure,10
seizure/Down Syndrome,1
seizure/Intellectual Disability,1
seizure/Morbid Obesity,1
seizure/Type 2 Diabetes Mellitus/Hypothyroidism,1
shortness of breath/Myalgia,1
unconsciousness,2
